sample_idx,start,end,value,type
70243,264.0,279.0,260108710905403,US_SOCIAL_SECURITY_NUMBER
70243,156.0,174.0,eignonjokpph969928,PERSON_NAME
68800,21.0,30.0,W71X8151H,PASSPORT
68800,50.0,89.0,6a8a:3085:d3a2:9520:3c06:b463:7f99:7ae1,IP_ADDRESS
68800,96.0,106.0,27/05/1997,DATE_OF_BIRTH
68800,169.0,179.0,27/05/1997,DATE_OF_BIRTH
68800,130.0,142.0,Schwanenberg,PERSON_NAME
68800,194.0,203.0,N@aol.com,EMAIL_ADDRESS
68800,222.0,231.0,52NP48008,PASSPORT
68800,251.0,265.0,134.189.162.29,IP_ADDRESS
86210,0.0,12.0,0910.3875.19,PHONE_NUMBER
86210,62.0,78.0,756.8591.7305.39,PHONE_NUMBER
86210,125.0,138.0,7564082817935,PHONE_NUMBER
86210,323.0,327.0,3715,LOCATION
86210,367.0,377.0,04/11/1988,DATE_OF_BIRTH
78204,386.0,391.0,Ollon,LOCATION
78204,400.0,403.0,11h,DATE_OF_BIRTH
73293,5.0,20.0,28 juillet 1957,DATE_OF_BIRTH
73293,117.0,129.0,20 août 1944,DATE_OF_BIRTH
73293,55.0,63.0,T2920471,US_SOCIAL_SECURITY_NUMBER
59538,385.0,405.0,2 96 08 71851 645 88,US_SOCIAL_SECURITY_NUMBER
70792,338.0,350.0,095464370853,PHONE_NUMBER
67641,315.0,324.0,rowan1979,PERSON_NAME
67641,335.0,344.0,rowan1979,PERSON_NAME
67641,335.0,354.0,rowan1979@gmail.com,EMAIL_ADDRESS
67641,363.0,380.0,+331 430.782.4800,PHONE_NUMBER
67641,388.0,403.0,163.134.225.255,IP_ADDRESS
67641,413.0,415.0,FR,COUNTRY_CODE
79307,38.0,54.0,756.2295.2495.10,US_SOCIAL_SECURITY_NUMBER
79307,168.0,181.0,7566952076907,US_SOCIAL_SECURITY_NUMBER
79307,295.0,311.0,756-0099-3448-37,US_SOCIAL_SECURITY_NUMBER
67578,2.0,16.0,Cher M. Miggar,PERSON_NAME
67578,151.0,159.0,Turcijan,PERSON_NAME
67578,235.0,243.0,Turcijan,PERSON_NAME
67578,254.0,270.0,[O0210500592812],US_SOCIAL_SECURITY_NUMBER
67578,302.0,312.0,02/10/1950,DATE_OF_BIRTH
67578,343.0,363.0,2 50 10 85377 411 70,US_SOCIAL_SECURITY_NUMBER
67578,255.0,263.0,O0210500,CREDIT_CARD_NUMBER
67578,384.0,392.0,O0210500,CREDIT_CARD_NUMBER
66492,420.0,434.0,+3370.152-2022,PHONE_NUMBER
66131,226.0,239.0,MAC@yahoo.com,EMAIL_ADDRESS
66131,270.0,290.0,2.39.07.14583.829.54,US_SOCIAL_SECURITY_NUMBER
66131,305.0,344.0,f4e9:7f80:5cff:88d0:713f:851a:6025:5e9a,LOCATION
66131,195.0,207.0,1939massouda,PERSON_NAME
82485,69.0,92.0,sheelamma1955@gmail.com,EMAIL_ADDRESS
82485,124.0,140.0,756.6743.8629.91,US_SOCIAL_SECURITY_NUMBER
82485,288.0,317.0,jtneyzuxgmo66529@tutanota.com,EMAIL_ADDRESS
82485,349.0,365.0,756.9673.6162.80,US_SOCIAL_SECURITY_NUMBER
82547,30.0,53.0,Jupson Troncato Del Col,PERSON_NAME
82547,86.0,93.0,Gaziyev,PERSON_NAME
60230,377.0,392.0,3e juillet 1942,DATE_OF_BIRTH
60230,412.0,426.0,capuzzello1942,PERSON_NAME
60230,440.0,454.0,capuzzello1942,PERSON_NAME
60230,440.0,464.0,capuzzello1942@gmail.com,EMAIL_ADDRESS
60230,499.0,501.0,2-,US_SOCIAL_SECURITY_NUMBER
112313,344.0,346.0,BJ,PERSON_NAME
112313,362.0,373.0,Nicht-binär,GENDER
112313,377.0,387.0,Reisepassn,UNKNOWN
117253,349.0,373.0,mngnbd55521@tutanota.com,EMAIL_ADDRESS
117253,408.0,420.0,65240372K486,US_SOCIAL_SECURITY_NUMBER
92656,293.0,298.0,Assia,PERSON_NAME
92656,300.0,308.0,Jägerhof,LOCATION
92656,275.0,291.0,12. Oktober 2001,DATE_OF_BIRTH
95485,84.0,98.0,Gesundes Leben,LOCATION
95485,106.0,110.0,3:14,DATE_OF_BIRTH
117939,17.0,26.0,G20A8285J,CREDIT_CARD_NUMBER
117939,62.0,71.0,U35F1665R,CREDIT_CARD_NUMBER
117939,116.0,130.0,23. April 1983,DATE_OF_BIRTH
117939,164.0,175.0,Deutschland,LOCATION
108136,90.0,108.0,denizhan.tornabene,EMAIL_ADDRESS
108136,126.0,139.0,+49.898668350,PHONE_NUMBER
108136,90.0,98.0,denizhan,PERSON_NAME
108136,196.0,209.0,Teutschenthal,LOCATION
108136,161.0,186.0,Lange Lauchstädter Straße,STREET_ADDRESS
108136,243.0,248.0,06179,POSTCODE
108136,224.0,226.0,ST,LOCATION
103603,80.0,89.0,I79811504,IDCard
103603,122.0,136.0,+4973.350.6021,PHONE_NUMBER
103603,267.0,276.0,D02887395,IDCard
103603,309.0,327.0,01095.364.153-1117,PHONE_NUMBER
100556,279.0,281.0,DE,LOCATION
100556,39.0,45.0,Alhida,PERSON_NAME
109366,25.0,37.0,T9835BVCIFS2,DriverLicense
109366,77.0,93.0,+02 581.267 8869,PHONE_NUMBER
109366,178.0,184.0,Farnaz,PERSON_NAME
109366,219.0,226.0,Benalia,PERSON_NAME
100591,244.0,248.0,1973,DATE_OF_BIRTH
100591,118.0,127.0,1974kudla,PERSON_NAME
100591,61.0,68.0,1987R55,US_SOCIAL_SECURITY_NUMBER
102310,17.0,37.0,mahackhofe@yahoo.com,EMAIL_ADDRESS
102310,299.0,318.0,indra28@outlook.com,EMAIL_ADDRESS
116226,122.0,132.0,04/12/1966,DATE_OF_BIRTH
116226,145.0,171.0,E-zuldemi04@protonmail.com,EMAIL_ADDRESS
116226,173.0,190.0,41 04 12 66 D27 1,US_SOCIAL_SECURITY_NUMBER
116226,192.0,201.0,AU5212088,US_SOCIAL_SECURITY_NUMBER
116226,203.0,217.0,IP-70.171.90.5,LOCATION
106111,64.0,80.0,718.518 200-6968,PHONE_NUMBER
106111,190.0,205.0,yasmine@aol.com,EMAIL_ADDRESS
106111,279.0,295.0,0049943-427-6509,PHONE_NUMBER
97355,50.0,71.0,1946silke@outlook.com,EMAIL_ADDRESS
112056,254.0,267.0,annja.bajas28,EMAIL_ADDRESS
112056,269.0,282.0,annja.bajas28,EMAIL_ADDRESS
112056,269.0,294.0,annja.bajas28@hotmail.com,EMAIL_ADDRESS
112056,329.0,333.0,ZS20,PERSON_NAME
112056,335.0,353.0,1935ZS@hotmail.com,EMAIL_ADDRESS
112974,79.0,99.0,1997prabhjot.vanmeel,PERSON_NAME
112974,129.0,146.0,16 03 04 97 V55 4,US_SOCIAL_SECURITY_NUMBER
112974,246.0,263.0,07.28.03.93.K68.2,US_SOCIAL_SECURITY_NUMBER
112974,351.0,368.0,12-22-02-71-L68-5,US_SOCIAL_SECURITY_NUMBER
112974,196.0,216.0,xyunjouxwrhlmz115789,PERSON_NAME
112974,415.0,427.0,zbmklly03749,PERSON_NAME
117011,28.0,79.0,"Alte Siedlung, 117, Uslar, Niedersachsen, 37170, DE",STREET_ADDRESS
111016,243.0,253.0,2021-01-23,DATE_OF_BIRTH
114862,173.0,184.0,8.115.31.78,IP_ADDRESS
114862,274.0,285.0,86.56.53.40,IP_ADDRESS
111206,318.0,327.0,8. Januar,DATE_OF_BIRTH
111206,74.0,80.0,JG2004,US_SOCIAL_SECURITY_NUMBER
90067,360.0,367.0,E-Mails,EMAIL_ADDRESS
96707,248.0,260.0,33270448K381,US_SOCIAL_SECURITY_NUMBER
96707,307.0,318.0,59.55.14.98,IP_ADDRESS
96707,335.0,347.0,Kuganeswaran,PERSON_NAME
110495,275.0,287.0,23121104P450,US_SOCIAL_SECURITY_NUMBER
110495,289.0,298.0,ON3633067,US_SOCIAL_SECURITY_NUMBER
110495,300.0,315.0,V4 89 EN9C6RB 7,CREDIT_CARD_NUMBER
110495,320.0,322.0,w6,US_SOCIAL_SECURITY_NUMBER
107784,280.0,291.0,Deutschland,LOCATION
107784,456.0,461.0,23715,POSTCODE
103602,147.0,156.0,XS9483252,IDCard
103602,189.0,202.0,+2299315 9005,PHONE_NUMBER
103602,333.0,341.0,G8224655,IDCard
103602,374.0,391.0,+418.556 539.9227,PHONE_NUMBER
119091,47.0,66.0,2074-02-12T00:00:00,DATE_OF_BIRTH
118360,148.0,164.0,isaïe.merlotto20,USERNAME
118360,202.0,211.0,014486020,US_SOCIAL_SECURITY_NUMBER
118360,247.0,250.0,AMF,ID_CARD
118360,287.0,293.0,7MCET0,DRIVER_LICENSE
118360,408.0,418.0,Mauritsweg,STREET_ADDRESS
105064,24.0,29.0,52249,POSTLEITZAHL
105064,89.0,98.0,O96R0260F,REISEPASS
105064,114.0,125.0,Deutschland,LAND
105064,144.0,147.0,809,GEBÄUDE
105064,165.0,177.0,Keminksweide,STRASSE
105064,194.0,201.0,Bocholt,STADT
105064,223.0,225.0,NW,BUNDESLAND
105064,249.0,254.0,46399,POSTLEITZAHL
105064,389.0,395.0,France,LAND
105064,372.0,376.0,2:34,DATE
104373,67.0,77.0,Abdelhakim,PERSON_NAME
104373,106.0,112.0,Gortat,PERSON_NAME
104373,195.0,224.0,ifunanya.ndombasi@outlook.com,EMAIL_ADDRESS
104373,257.0,267.0,4207629807,US_SOCIAL_SECURITY_NUMBER
104373,294.0,303.0,UD24826YH,ID_CARD
115520,37.0,49.0,27030455C905,US_SOCIAL_SECURITY_NUMBER
115520,136.0,145.0,576049303,US_SOCIAL_SECURITY_NUMBER
115520,224.0,236.0,11090380H078,US_SOCIAL_SECURITY_NUMBER
115520,323.0,335.0,57180497D837,US_SOCIAL_SECURITY_NUMBER
115520,419.0,430.0,930-36-8894,PHONE_NUMBER
106488,99.0,109.0,20/07/1935,DATE_OF_BIRTH
106488,133.0,142.0,M21751134,US_SOCIAL_SECURITY_NUMBER
106488,204.0,218.0,02 01 64 73 26,PHONE_NUMBER
102026,20.0,30.0,16/12/1964,DATE_OF_BIRTH
102026,47.0,58.0,karypidis98,PERSON_NAME
102026,90.0,102.0,063375582186,US_SOCIAL_SECURITY_NUMBER
102026,124.0,133.0,J2707478L,PERSON_NAME
102026,149.0,158.0,ORA411599,PERSON_NAME
102026,173.0,184.0,O2je\AO-oe0,PASSWORD
104445,140.0,155.0,+49 38 910 9678,PHONE_NUMBER
104445,408.0,416.0,Emiliana,PERSON_NAME
104445,444.0,456.0,020.654.6183,PHONE_NUMBER
95659,311.0,337.0,madridgorzanelli@yahoo.com,EMAIL_ADDRESS
95659,389.0,405.0,+49-145-677 8355,PHONE_NUMBER
113037,51.0,70.0,RV2000@tutanota.com,EMAIL_ADDRESS
104539,39.0,54.0,FSM@hotmail.com,EMAIL_ADDRESS
104539,80.0,97.0,17-26-12-62-M52-3,US_SOCIAL_SECURITY_NUMBER
104539,349.0,374.0,62syanguas@protonmail.com,EMAIL_ADDRESS
104539,400.0,412.0,41020685L669,US_SOCIAL_SECURITY_NUMBER
92717,21.0,34.0,amemgvwyvw046,PERSON_NAME
92717,50.0,63.0,amemgvwyvw046,PERSON_NAME
92717,50.0,78.0,amemgvwyvw046@protonmail.com,EMAIL_ADDRESS
92717,101.0,110.0,QC3692493,US_SOCIAL_SECURITY_NUMBER
92717,129.0,138.0,X24M7931P,REISEPASS
92717,158.0,197.0,9130:b2e0:349f:3139:1009:f025:7a62:8d46,LOCATION
92717,284.0,293.0,adélaide8,PERSON_NAME
92717,309.0,324.0,A19@outlook.com,EMAIL_ADDRESS
92717,343.0,352.0,B63P8268B,REISEPASS
118446,110.0,143.0,iitywkkkeovtdzn186857@hotmail.com,EMAIL_ADDRESS
118446,181.0,198.0,56-23-07-35-B64-0,US_SOCIAL_SECURITY_NUMBER
118446,336.0,364.0,raytcxeoe4748@protonmail.com,EMAIL_ADDRESS
118291,131.0,144.0,+0674584 3075,PHONE_NUMBER
118291,217.0,232.0,+0-251 757 4329,PHONE_NUMBER
118291,100.0,112.0,75 TR914Z3 1,US_SOCIAL_SECURITY_NUMBER
108847,126.0,135.0,I88P2989D,CREDIT_CARD_NUMBER
108847,245.0,254.0,U54W6303K,CREDIT_CARD_NUMBER
108847,365.0,374.0,S49C8066G,CREDIT_CARD_NUMBER
97882,196.0,210.0,+16-48844.3561,PHONE_NUMBER
97882,215.0,228.0,83.135.89.148,LOCATION
97882,197.0,199.0,16,DATE_OF_BIRTH
97882,233.0,235.0,16,DATE_OF_BIRTH
116369,345.0,348.0,18R,USER_NAME
116369,366.0,378.0,Y464NE5V92A0,DRIVER_LICENSE_NUMBER
116369,326.0,327.0,W,GENDER
105358,88.0,97.0,JD5612610,Ausweisnummer
96069,179.0,193.0,MG@outlook.com,EMAIL_ADDRESS
96069,227.0,244.0,88-19-01-78-M35-6,US_SOCIAL_SECURITY_NUMBER
103934,281.0,297.0,09M@tutanota.com,EMAIL_ADDRESS
103934,315.0,332.0,27-09-07-82-M34-9,US_SOCIAL_SECURITY_NUMBER
103934,352.0,354.0,DE,LOCATION
103934,376.0,379.0,344,LOCATION
103934,403.0,412.0,Birkenweg,STREET_ADDRESS
103934,438.0,447.0,Dinslaken,LOCATION
104717,78.0,94.0,E@protonmail.com,EMAIL_ADDRESS
104717,20.0,29.0,S36F7087J,REISEPASS
104717,111.0,120.0,D30J5446S,REISEPASS
107988,26.0,37.0,K@yahoo.com,EMAIL_ADDRESS
107988,181.0,192.0,Emlyne Kößl,PERSON_NAME
107988,251.0,262.0,"51.95, 11.0",LOCATION
107988,285.0,296.0,97.64.83.77,IP_ADDRESS
103444,135.0,154.0,PAS1959@hotmail.com,EMAIL_ADDRESS
103444,106.0,119.0,"Mai 26., 1959",DATE_OF_BIRTH
103444,210.0,219.0,L21Y9280A,REISEPASS
103444,359.0,364.0,21217,POSTLEITZAHLE
103444,335.0,337.0,NI,BUNDESLAND
106579,374.0,384.0,05/11/2061,DATE_OF_BIRTH
104190,34.0,44.0,Februar/41,DATE_OF_BIRTH
104190,130.0,139.0,L20S3847S,REISEPASS
104190,157.0,196.0,f065:6eaf:baa6:85fa:8a4c:1694:c986:a410,IP_ADDRESS
104190,341.0,356.0,C2.15.DTIX7GQ.1,FÜHRERSCHEIN
104190,373.0,382.0,R98W7623N,REISEPASS
104190,400.0,439.0,dbf1:3255:77b4:701a:7fcb:5c15:5198:5b44,IP_ADDRESS
104190,280.0,284.0,1991,DATE_OF_BIRTH
104190,304.0,308.0,1991,DATE_OF_BIRTH
105799,105.0,119.0,C@tutanota.com,EMAIL_ADDRESS
105799,188.0,200.0,42050903C645,US_SOCIAL_SECURITY_NUMBER
105799,245.0,261.0,+499-31-997-6658,PHONE_NUMBER
91711,306.0,316.0,22/03/1968,DATE_OF_BIRTH
91711,320.0,326.0,ingunn,PERSON_NAME
91711,330.0,347.0,0148-146.597 7207,PHONE_NUMBER
91711,351.0,361.0,Frankreich,LOCATION
91711,365.0,368.0,647,NUMBER
91711,372.0,389.0,Chemin du Fresnot,STREET_ADDRESS
91711,393.0,413.0,Bretteville-sur-Odon,LOCATION
91711,417.0,420.0,NOR,CODE
92329,28.0,45.0,37-18-07-91-L24-0,US_SOCIAL_SECURITY_NUMBER
92329,246.0,258.0,348 843 4636,PHONE_NUMBER
102425,395.0,409.0,0049.43-835 69,PHONE_NUMBER
102425,341.0,353.0,20010197M664,US_SOCIAL_SECURITY_NUMBER
92746,135.0,151.0,"August 15., 1935",DATE_OF_BIRTH
92746,183.0,205.0,jerémy1935@outlook.com,EMAIL_ADDRESS
102761,165.0,177.0,44010439M681,PERSON_NAME
102761,201.0,213.0,44010439M681,PERSON_NAME
102761,252.0,262.0,15/06/2006,DATE_OF_BIRTH
102761,287.0,289.0,NI,LOCATION
93622,152.0,155.0,343,CERTIFICATION_NUMBER
93622,180.0,191.0,Deutschland,LOCATION
93622,215.0,234.0,"September 13., 2052",DATE_OF_BIRTH
93622,252.0,267.0,Vater Hildebert,PERSON_NAME
93622,283.0,293.0,07/12/1969,DATE_OF_BIRTH
93622,307.0,308.0,M,GENDER
93622,312.0,313.0,M,GENDER
93622,310.0,324.0,Email-Adresse,EMAIL_ADDRESS
94334,344.0,357.0,O5-51-756G5NH,DRIVER_LICENSE_NUMBER
94334,296.0,304.0,Weiblich,GENDER
94334,319.0,322.0,Erb,TITLE
100186,98.0,112.0,+8.66.275-5194,PHONE_NUMBER
100186,134.0,149.0,2. Februar 2081,DATE_OF_BIRTH
98404,84.0,87.0,Sen,PERSON_NAME
98404,108.0,109.0,A,PERSON_NAME
98404,402.0,403.0,A,PERSON_NAME
98404,133.0,142.0,T30229447,US_SOCIAL_SECURITY_NUMBER
98404,163.0,178.0,R4 45 W0SMWBR 9,PHONE_NUMBER
98404,196.0,205.0,Z79O7140U,PASSORT
98404,221.0,235.0,+49.99924-2853,PHONE_NUMBER
98404,248.0,250.0,DE,LOCATION
98404,266.0,269.0,925,LOCATION
98404,284.0,303.0,Königsberger Straße,STREET_ADDRESS
98404,317.0,330.0,Gelsenkirchen,LOCATION
98404,349.0,368.0,Nordrhein-Westfalen,LOCATION
98404,389.0,394.0,45881,POSTCODE
98404,413.0,450.0,3141:704:eafe:1ebc:9cbb:1d9a:fc6:73ea,IP_ADDRESS
105389,407.0,424.0,+097 211 553 4154,PHONE_NUMBER
105389,383.0,392.0,M53187197,US_SOCIAL_SECURITY_NUMBER
105389,442.0,454.0,71.48.164.29,LOCATION
118000,7.0,11.0,1977,DATE_OF_BIRTH
118000,30.0,34.0,1982,DATE_OF_BIRTH
118000,258.0,262.0,1982,DATE_OF_BIRTH
118000,111.0,115.0,1994,DATE_OF_BIRTH
118000,176.0,180.0,1938,DATE_OF_BIRTH
118000,243.0,247.0,1938,DATE_OF_BIRTH
118000,258.0,261.0,1938,DATE_OF_BIRTH
118000,243.0,247.0,1968,DATE_OF_BIRTH
118000,258.0,261.0,1968,DATE_OF_BIRTH
118000,258.0,262.0,1985,DATE_OF_BIRTH
90293,120.0,139.0,MB1955@tutanota.com,EMAIL_ADDRESS
90293,172.0,188.0,756.8319.4907.37,US_SOCIAL_SECURITY_NUMBER
90293,211.0,219.0,B5832755,DRIVING_LICENSE
90293,239.0,249.0,6608781952,DRIVING_LICENSE
90293,266.0,274.0,Z6336274,PASSPORT
90293,292.0,331.0,e19a:a1bc:2e2b:1ab5:13d1:313d:6218:d7a9,IP_ADDRESS
92015,125.0,140.0,11time.krumbach,PERSON_NAME
92015,210.0,219.0,R84799581,PERSON_NAME
92015,157.0,172.0,Z8.50.X3XIEFQ.7,FÜHRSCHREINSVERLÄUFER
92015,290.0,302.0,T730IVGRV8W2,FÜHRSCHREINSVERLÄUFER
92015,187.0,200.0,138.248.247.5,IP_ADDRESS
92015,317.0,355.0,3563:fcd2:9e53:135e:8aa1:bbd:9cae:d448,IP_ADDRESS
99122,61.0,73.0,CN-3524-7890,CERTIFICATE_NUMBER
99122,410.0,421.0,Quellstraße,STREET_ADDRESS
99122,131.0,141.0,11/08/1975,DATE_OF_BIRTH
115510,120.0,134.0,12.167.151.158,IP_ADDRESS
115510,185.0,190.0,Aiden,PERSON_NAME
115510,239.0,249.0,25/02/1963,DATE_OF_BIRTH
100670,242.0,261.0,"M, esau.gollopeni35",EMAIL_ADDRESS
100670,288.0,303.0,0025 02069 9499,PHONE_NUMBER
100670,364.0,381.0,"4h März 28., 2010",DATE_OF_BIRTH
100670,104.0,173.0,"Pfaffenwaldring 983, 70569 Stuttgart Vaihingen, Baden-Württemberg, DE",STREET_ADDRESS
101628,111.0,120.0,TS5030119,EMPLOYEE_ID
101628,155.0,167.0,06-6209.3664,PHONE_NUMBER
101628,397.0,406.0,EV9300105,EMPLOYEE_ID
101628,441.0,457.0,+490.48-268.3336,PHONE_NUMBER
119168,495.0,498.0,988,US_SOCIAL_SECURITY_NUMBER
100166,125.0,152.0,jackschath1976@tutanota.com,EMAIL_ADDRESS
100166,185.0,197.0,07130376J866,US_SOCIAL_SECURITY_NUMBER
100166,225.0,234.0,D33Q1228P,passport
100166,257.0,273.0,0187 45 365.5910,PHONE_NUMBER
100166,350.0,367.0,N1951@hotmail.com,EMAIL_ADDRESS
100166,400.0,417.0,26.16.09.51.N77.8,US_SOCIAL_SECURITY_NUMBER
98913,301.0,318.0,36.18.03.60.N74.0,US_SOCIAL_SECURITY_NUMBER
98913,336.0,352.0,0149727 382 5564,PHONE_NUMBER
116367,77.0,91.0,+49-59639-4515,PHONE_NUMBER
116367,213.0,230.0,97-13-03-87-F42-7,US_SOCIAL_SECURITY_NUMBER
116367,329.0,342.0,+6543741-0536,PHONE_NUMBER
116367,146.0,156.0,13/03/1987,DATE_OF_BIRTH
116367,167.0,183.0,fill38@yahoo.com,EMAIL_ADDRESS
116367,397.0,409.0,20. Mai 1944,DATE_OF_BIRTH
116367,420.0,428.0,joselle.,PERSON_NAME
104204,32.0,44.0,034.908-8474,PHONE_NUMBER
104204,208.0,221.0,+49-798683688,PHONE_NUMBER
104204,106.0,114.0,Selfkant,LOCATION
104204,283.0,290.0,Dresden,LOCATION
104204,148.0,153.0,52538,POSTAL_CODE
104204,329.0,334.0,01159,POSTAL_CODE
90218,48.0,58.0,29/03/2003,DATE_OF_BIRTH
90218,66.0,74.0,Selfkant,LOCATION
90218,142.0,175.0,egjhvdbqtzjkble021106@outlook.com,EMAIL_ADDRESS
90218,197.0,212.0,H2.34.CWR178S.6,PHONE_NUMBER
90218,246.0,266.0,kibrerde@outlook.com,EMAIL_ADDRESS
90218,288.0,300.0,N372WJ3NKH50,PHONE_NUMBER
112427,377.0,381.0,6:33,DATE_OF_BIRTH
112427,183.0,203.0,Mangala Bogdan-Mihai,PERSON_NAME
102715,19.0,45.0,"Laar, Niedersachsen, 49824",LOCATION
102715,364.0,367.0,176,INTEGER
102715,369.0,379.0,31/05/2054,DATE_OF_BIRTH
102715,40.0,45.0,49824,ZIP_CODE
102348,44.0,57.0,0767-12981596,PHONE_NUMBER
102348,336.0,348.0,016-653.0930,PHONE_NUMBER
102348,175.0,191.0,+96-723 137 2747,PHONE_NUMBER
127686,42.0,56.0,T@tutanota.com,EMAIL_ADDRESS
127686,250.0,279.0,huejbbknxildg2707@hotmail.com,EMAIL_ADDRESS
127686,213.0,219.0,Tuncay,PERSON_NAME
127686,77.0,87.0,VTO239814T,CREDIT_CARD_NUMBER
127686,109.0,118.0,KU2449837,CREDIT_CARD_NUMBER
127686,141.0,152.0,002-0094840,PHONE_NUMBER
134473,32.0,48.0,756.9157.0663.45,US_SOCIAL_SECURITY_NUMBER
134473,133.0,149.0,756.4879.1728.83,US_SOCIAL_SECURITY_NUMBER
134473,234.0,250.0,756.2086.5687.80,US_SOCIAL_SECURITY_NUMBER
134473,329.0,345.0,756.7357.6325.48,US_SOCIAL_SECURITY_NUMBER
126715,23.0,32.0,Lipperini,PERSON_NAME
126715,210.0,215.0,Druga,PERSON_NAME
138017,167.0,186.0,1978-11-13T00:00:00,DATE_OF_BIRTH
138017,293.0,302.0,maggio/43,DATE
128854,305.0,326.0,Cym Mal 28 N 39 7 DFM,US_SOCIAL_SECURITY_NUMBER
128854,65.0,73.0,Augliera,PERSON_NAME
128854,183.0,189.0,Baltag,PERSON_NAME
128854,213.0,218.0,Ngöna,PERSON_NAME
128854,242.0,249.0,Minotti,PERSON_NAME
135358,21.0,37.0,756.6231.8763.54,PHONE_NUMBER
135358,278.0,294.0,756-5374-6806-83,PHONE_NUMBER
135358,89.0,93.0,1712,LOCATION
135358,176.0,180.0,8217,LOCATION
135358,336.0,340.0,3210,LOCATION
138795,79.0,84.0,Adwoa,PERSON_NAME
138795,186.0,191.0,Adwoa,PERSON_NAME
138795,106.0,113.0,Warshin,PERSON_NAME
138795,130.0,149.0,Gschwender Balastèr,PERSON_NAME
138795,182.0,200.0,1970adwoa.balastèr,USERNAME
138795,225.0,234.0,BIJB9XTMN,PHONE_NUMBER
138795,273.0,289.0,0131-03.912.1398,PHONE_NUMBER
138795,304.0,313.0,Nederland,LOCATION
138795,332.0,347.0,"Chaamseweg, 633",STREET_ADDRESS
138795,361.0,386.0,Ulvenhout AC Ulvenhout AC,LOCATION
138795,427.0,431.0,4858,CAP
138795,460.0,469.0,House 210,STREET_ADDRESS
138795,490.0,502.0,5.248.14.185,LOCATION
144797,0.0,16.0,er76@outlook.com,EMAIL_ADDRESS
144797,142.0,186.0,"Dwarsdijk a Tienhoven, UT, 3612 AP, Svizzera",STREET_ADDRESS
144797,228.0,237.0,Co-op 174,STREET_ADDRESS
122488,222.0,237.0,Dante Alighieri,PERSON_NAME
122488,447.0,457.0,10/10/2047,DATE_OF_BIRTH
122488,466.0,471.0,11:57,TIME
122488,422.0,437.0,Strada Ortenese,LOCATION
132383,115.0,127.0,SS@gmail.com,EMAIL_ADDRESS
132383,147.0,186.0,9362:abb0:d647:d940:65ac:10dc:c8d1:70e4,LOCATION
132383,218.0,239.0,màmazzatort@yahoo.com,EMAIL_ADDRESS
132383,259.0,298.0,3774:88c1:4725:5ea1:6040:c25b:6313:fcaa,LOCATION
132383,397.0,401.0,rmql,EMAIL_ADDRESS
123798,150.0,164.0,1fei.atsegwasi,PERSON_NAME
123798,176.0,186.0,1471210175,PHONE_NUMBER
123798,291.0,310.0,1956-05-27T00:00:00,DATE_OF_BIRTH
123798,337.0,347.0,0448812109,PHONE_NUMBER
126508,204.0,225.0,Dho-Amo-10-G-36-9-XQV,US_SOCIAL_SECURITY_NUMBER
126508,248.0,257.0,SY3925741,PASSPORT
127648,125.0,159.0,ossama.prediger1990@protonmail.com,EMAIL_ADDRESS
127648,202.0,223.0,Oss Pre 28 I 45 2 UQQ,US_SOCIAL_SECURITY_NUMBER
127648,249.0,258.0,RL4544599,CREDIT_CARD_NUMBER
127648,420.0,426.0,Verona,LOCATION
127648,444.0,460.0,"ottobre 8º, 1985",DATE_OF_BIRTH
121701,32.0,46.0,+95.11765 0886,PHONE_NUMBER
121701,75.0,90.0,+89.72.504.1147,PHONE_NUMBER
121701,119.0,135.0,+39.192-386.7984,PHONE_NUMBER
121701,245.0,260.0,+39405.524-8800,PHONE_NUMBER
121701,289.0,304.0,+84-45 256-9075,PHONE_NUMBER
121701,333.0,346.0,+39-567780489,PHONE_NUMBER
121701,375.0,390.0,+5-139 907.6813,PHONE_NUMBER
121701,418.0,428.0,13/07/2041,DATE_OF_BIRTH
135248,10.0,47.0,500d:8727:3dfe:ec36:2955:3715:177:fe3,IP_ADDRESS
135248,60.0,68.0,M0323155,STUDENT_ID
135248,79.0,87.0,P8111323,PASSPORT_NUMBER
140985,68.0,80.0,06 3756 7920,PHONE_NUMBER
140985,172.0,180.0,K5152012,PASSOPORTO
140985,223.0,239.0,0121 81-289 4850,PHONE_NUMBER
140985,331.0,339.0,Y5900772,PASSOPORTO
140985,382.0,396.0,+21 85119 6274,PHONE_NUMBER
140985,488.0,496.0,N8899086,PASSOPORTO
120991,45.0,59.0,ER@hotmail.com,EMAIL_ADDRESS
120991,220.0,234.0,ER@hotmail.com,EMAIL_ADDRESS
120991,213.0,234.0,82blondin@hotmail.com,EMAIL_ADDRESS
120991,378.0,392.0,SA1945@aol.com,EMAIL_ADDRESS
137228,20.0,32.0,08780-725880,PHONE_NUMBER
137228,201.0,217.0,756.3231.7407.23,PHONE_NUMBER
137228,236.0,249.0,+41-576046532,PHONE_NUMBER
137228,403.0,419.0,756.8111.3261.92,PHONE_NUMBER
137402,200.0,210.0,7119699237,US_SOCIAL_SECURITY_NUMBER
137402,220.0,222.0,CH,COUNTRY_CODE
137402,236.0,278.0,"522, Les Bans, La Brévine, Neuenburg, 2406",STREET_ADDRESS
137402,303.0,310.0,Dorm 87,STREET_ADDRESS
