sample_idx,start,end,value,type
102310,299.0,318.0,indra28@outlook.com,EMAIL_ADDRESS
116226,122.0,132.0,04/12/1966,DATE_OF_BIRTH
116226,134.0,143.0,zuldemi04,PERSON_NAME
116226,147.0,156.0,zuldemi04,PERSON_NAME
116226,145.0,171.0,E-zuldemi04@protonmail.com,EMAIL_ADDRESS
116226,173.0,190.0,41 04 12 66 D27 1,US_SOCIAL_SECURITY_NUMBER
116226,192.0,201.0,AU5212088,US_SOCIAL_SECURITY_NUMBER
116226,206.0,217.0,70.171.90.5,IP_ADDRESS
106111,63.0,80.0,+718.518 200-6968,PHONE_NUMBER
106111,190.0,205.0,yasmine@aol.com,EMAIL_ADDRESS
106111,279.0,295.0,0049943-427-6509,PHONE_NUMBER
114960,40.0,54.0,V@tutanota.com,EMAIL_ADDRESS
114960,266.0,280.0,V@tutanota.com,EMAIL_ADDRESS
114960,87.0,104.0,17 11 01 57 V12 4,US_SOCIAL_SECURITY_NUMBER
114960,124.0,139.0,A9-60-S0FQSBK-2,LOCATION
114960,144.0,159.0,1970C@yahoo.com,EMAIL_ADDRESS
114960,192.0,209.0,03 02 03 70 C91 3,US_SOCIAL_SECURITY_NUMBER
114960,229.0,244.0,D8.97.34689IP.2,LOCATION
114960,249.0,280.0,dagmawi.dániel1970@tutanota.com,EMAIL_ADDRESS
114960,313.0,330.0,93-04-04-70-D86-5,US_SOCIAL_SECURITY_NUMBER
114960,350.0,365.0,I5-88-UL49ZXF-8,LOCATION
97355,50.0,71.0,1946silke@outlook.com,EMAIL_ADDRESS
114676,209.0,220.0,716-31-4691,US_SOCIAL_SECURITY_NUMBER
112056,235.0,252.0,Oyuntsetseg Annja,PERSON_NAME
112056,254.0,267.0,annja.bajas28,PERSON_NAME
112056,269.0,282.0,annja.bajas28,PERSON_NAME
112056,269.0,294.0,annja.bajas28@hotmail.com,EMAIL_ADDRESS
112056,317.0,327.0,Zijah Saâd,PERSON_NAME
112056,329.0,333.0,ZS20,PERSON_NAME
112056,335.0,353.0,1935ZS@hotmail.com,EMAIL_ADDRESS
106233,225.0,238.0,Pedram Agaran,PERSON_NAME
100097,76.0,87.0,Ullenberger,PERSON_NAME
100097,178.0,195.0,Stokes Al Munaini,PERSON_NAME
100097,280.0,290.0,Grf Zepeda,PERSON_NAME
100097,379.0,408.0,Bruder Treppe Rouani Veerbeek,PERSON_NAME
100097,489.0,503.0,Br Alessandron,PERSON_NAME
110589,336.0,341.0,12:44,DATE_OF_BIRTH
110589,356.0,358.0,NW,LOCATION
112974,79.0,99.0,1997prabhjot.vanmeel,PERSON_NAME
112974,129.0,146.0,16 03 04 97 V55 4,US_SOCIAL_SECURITY_NUMBER
112974,163.0,178.0,X5.00.8FQGLWJ.3,LOCATION
112974,196.0,216.0,xyunjouxwrhlmz115789,PERSON_NAME
112974,246.0,263.0,07.28.03.93.K68.2,US_SOCIAL_SECURITY_NUMBER
112974,280.0,295.0,N5 36 OA0WYIT 9,LOCATION
112974,313.0,321.0,aniele22,PERSON_NAME
112974,351.0,368.0,12-22-02-71-L68-5,US_SOCIAL_SECURITY_NUMBER
112974,385.0,397.0,H9521NLJ81W6,LOCATION
112974,415.0,427.0,zbmklly03749,PERSON_NAME
117967,79.0,88.0,P45K0119V,LOCATION
117967,139.0,147.0,Panthong,PERSON_NAME
117967,198.0,207.0,Shekhapur,LOCATION
117967,328.0,337.0,Q47C0517B,LOCATION
117967,388.0,396.0,Hagemann,PERSON_NAME
117011,28.0,79.0,"Alte Siedlung, 117, Uslar, Niedersachsen, 37170, DE",STREET_ADDRESS
117011,108.0,119.0,Trailer 692,STREET_ADDRESS
117912,41.0,54.0,+11-585048286,PHONE_NUMBER
117912,293.0,303.0,12/08/2041,DATE_OF_BIRTH
111016,226.0,234.0,51.48674,LOCATION
111016,236.0,240.0,12.0,LOCATION
111016,243.0,262.0,2021-01-23T00:00:00,DATE_OF_BIRTH
91291,106.0,127.0,dwkialolmfqobkh901942,USERNAME
91291,160.0,175.0,R0.96.85I6VSA.8,DRIVERLICENSE
91291,197.0,235.0,a500:ab5b:4fa3:fb2d:37f7:9b50:7712:d78,IP
91291,302.0,314.0,xuemazzucc59,USERNAME
111206,318.0,327.0,8. Januar,DATE_OF_BIRTH
96707,248.0,260.0,33270448K381,US_SOCIAL_SECURITY_NUMBER
96707,279.0,288.0,Y37U6934G,CREDIT_CARD_NUMBER
96707,335.0,347.0,Kuganeswaran,PERSON_NAME
110495,275.0,287.0,23121104P450,US_SOCIAL_SECURITY_NUMBER
110495,289.0,298.0,ON3633067,US_SOCIAL_SECURITY_NUMBER
110495,300.0,315.0,V4 89 EN9C6RB 7,US_SOCIAL_SECURITY_NUMBER
110495,320.0,322.0,w6,US_SOCIAL_SECURITY_NUMBER
107784,107.0,119.0,2. Juli 2035,DATE_OF_BIRTH
107784,163.0,170.0,Germany,LOCATION
107784,245.0,253.0,Weiblich,PERSON_NAME
107784,280.0,291.0,Deutschland,LOCATION
107784,347.0,356.0,Am Heller,STREET_ADDRESS
107784,380.0,385.0,Bosau,LOCATION
107784,410.0,428.0,Schleswig-Holstein,LOCATION
107784,456.0,461.0,23715,LOCATION
103602,189.0,202.0,+2299315 9005,PHONE_NUMBER
103602,333.0,341.0,G8224655,IDCard
103602,374.0,391.0,+418.556 539.9227,PHONE_NUMBER
119091,47.0,66.0,2074-02-12T00:00:00,DATE_OF_BIRTH
118360,148.0,164.0,isaïe.merlotto20,PERSON_NAME
118360,202.0,211.0,014486020,US_SOCIAL_SECURITY_NUMBER
118360,373.0,376.0,161,LOCATION
118360,408.0,418.0,Mauritsweg,STREET_ADDRESS
118360,331.0,340.0,Nederland,LOCATION
111197,77.0,87.0,10/07/1997,DATE_OF_BIRTH
99589,155.0,165.0,11/05/1970,DATE_OF_BIRTH
99589,169.0,184.0,J3 67 7SB8HWF 8,CREDIT_CARD_NUMBER
99589,188.0,197.0,R11Y3783U,CREDIT_CARD_NUMBER
99589,201.0,217.0,0049796-458 1451,PHONE_NUMBER
99589,221.0,236.0,113.227.184.152,LOCATION
99589,240.0,245.0,Lelya,PERSON_NAME
99589,280.0,294.0,"März 12., 1950",DATE_OF_BIRTH
99589,298.0,313.0,I3.87.X658YCZ.5,CREDIT_CARD_NUMBER
99589,317.0,326.0,K72W0921A,CREDIT_CARD_NUMBER
99589,330.0,344.0,01-54-01 08 77,PHONE_NUMBER
99589,348.0,387.0,4803:c40c:ee1f:52d3:1bb8:f5b6:4f1a:5e00,LOCATION
99589,391.0,402.0,Meenalogini,PERSON_NAME
99589,406.0,412.0,Ulfete,PERSON_NAME
105064,24.0,29.0,52249,LOCATION
105064,45.0,51.0,f8'4VV,LOCATION
105064,89.0,98.0,O96R0260F,LOCATION
105064,114.0,125.0,Deutschland,LOCATION
105064,144.0,147.0,809,LOCATION
105064,165.0,177.0,Keminksweide,LOCATION
105064,194.0,201.0,Bocholt,LOCATION
105064,223.0,225.0,NW,LOCATION
105064,249.0,254.0,46399,LOCATION
105064,280.0,294.0,Quadruplex 500,LOCATION
105064,372.0,376.0,2:34,LOCATION
105064,389.0,395.0,France,LOCATION
104373,67.0,77.0,Abdelhakim,PERSON_NAME
104373,106.0,112.0,Gortat,PERSON_NAME
104373,195.0,224.0,ifunanya.ndombasi@outlook.com,EMAIL_ADDRESS
104373,257.0,267.0,4207629807,US_SOCIAL_SECURITY_NUMBER
115520,37.0,49.0,27030455C905,US_SOCIAL_SECURITY_NUMBER
115520,136.0,145.0,576049303,US_SOCIAL_SECURITY_NUMBER
115520,224.0,236.0,11090380H078,US_SOCIAL_SECURITY_NUMBER
115520,323.0,335.0,57180497D837,US_SOCIAL_SECURITY_NUMBER
115520,419.0,430.0,930-36-8894,US_SOCIAL_SECURITY_NUMBER
91215,173.0,188.0,VA@tutanota.com,EMAIL_ADDRESS
91215,375.0,392.0,68-06-09-03-V70-4,US_SOCIAL_SECURITY_NUMBER
119733,12.0,17.0,Akalp,PERSON_NAME
119733,67.0,76.0,BS6594301,US_SOCIAL_SECURITY_NUMBER
119733,97.0,106.0,X98K8412K,US_SOCIAL_SECURITY_NUMBER
119733,163.0,202.0,c914:49ac:2658:416e:4a87:3998:f639:a49b,LOCATION
119733,303.0,315.0,18120440W387,US_SOCIAL_SECURITY_NUMBER
119733,383.0,392.0,Werzinger,PERSON_NAME
115135,128.0,136.0,April/77,DATE_OF_BIRTH
115135,147.0,176.0,fqkjvvuplwgqszw8282@yahoo.com,EMAIL_ADDRESS
115135,240.0,253.0,+9119400 4207,PHONE_NUMBER
115135,268.0,282.0,145.220.65.122,LOCATION
115135,196.0,205.0,R27739344,CREDIT_CARD_NUMBER
115135,219.0,228.0,S67M2609H,CREDIT_CARD_NUMBER
115135,362.0,376.0,03.07.59 89.53,PHONE_NUMBER
99446,71.0,105.0,valdita.martusciello43@outlook.com,EMAIL_ADDRESS
99446,139.0,159.0,2 56 09 32983 790 14,US_SOCIAL_SECURITY_NUMBER
99446,182.0,191.0,43LE28176,REISEPASSNUMMER
99446,226.0,252.0,vocxkjjeklpoq606@yahoo.com,EMAIL_ADDRESS
99446,286.0,298.0,112 453 2752,US_SOCIAL_SECURITY_NUMBER
99446,321.0,330.0,780193746,REISEPASSNUMMER
117219,178.0,191.0,Aube Buttauer,PERSON_NAME
117219,352.0,359.0,Germany,LOCATION
117219,383.0,388.0,89346,LOCATION
117219,408.0,416.0,April/57,DATE_OF_BIRTH
97136,192.0,204.0,89231060S643,US_SOCIAL_SECURITY_NUMBER
97136,223.0,232.0,WO4651648,LOCATION
110360,26.0,37.0,Z07@aol.com,EMAIL_ADDRESS
110360,191.0,203.0,26070403N119,US_SOCIAL_SECURITY_NUMBER
110360,331.0,339.0,20:30:10,DATE_OF_BIRTH
106488,99.0,109.0,20/07/1935,DATE_OF_BIRTH
106488,133.0,142.0,M21751134,US_SOCIAL_SECURITY_NUMBER
106488,165.0,180.0,F9.62.6DEQCZ3.4,US_SOCIAL_SECURITY_NUMBER
106488,204.0,218.0,02 01 64 73 26,PHONE_NUMBER
111609,381.0,390.0,U10050054,US_SOCIAL_SECURITY_NUMBER
111609,413.0,428.0,D0-56-39WUU5L-4,CREDIT_CARD_NUMBER
111609,448.0,457.0,O33V1022M,CREDIT_CARD_NUMBER
111609,494.0,504.0,Dammstraße,STREET_ADDRESS
102026,20.0,30.0,16/12/1964,DATE_OF_BIRTH
102026,47.0,58.0,karypidis98,PERSON_NAME
102026,90.0,102.0,063375582186,US_SOCIAL_SECURITY_NUMBER
102026,124.0,133.0,J2707478L,PERSON_NAME
102026,149.0,158.0,ORA411599,PERSON_NAME
117673,250.0,263.0,+49.436819122,PHONE_NUMBER
117673,121.0,140.0,1935vico.groenewold,PERSON_NAME
117673,157.0,166.0,M38986103,US_SOCIAL_SECURITY_NUMBER
117673,190.0,202.0,P02950O00084,US_SOCIAL_SECURITY_NUMBER
117673,221.0,230.0,Z72D2924O,US_SOCIAL_SECURITY_NUMBER
117673,342.0,357.0,Horstweg Saalow,LOCATION
117673,373.0,385.0,Am Mellensee,LOCATION
104445,140.0,155.0,+49 38 910 9678,PHONE_NUMBER
104445,444.0,456.0,020.654.6183,PHONE_NUMBER
116211,365.0,382.0,23. Dezember 2053,DATE_OF_BIRTH
116211,393.0,395.0,21,TIME
109195,9.0,18.0,NV4126743,US_SOCIAL_SECURITY_NUMBER
109195,146.0,155.0,Q89043234,US_SOCIAL_SECURITY_NUMBER
109195,300.0,309.0,H10059048,US_SOCIAL_SECURITY_NUMBER
95659,311.0,337.0,madridgorzanelli@yahoo.com,EMAIL_ADDRESS
95659,389.0,405.0,+49-145-677 8355,PHONE_NUMBER
108296,72.0,87.0,"August 8., 2000",DATE_OF_BIRTH
108296,226.0,236.0,18/01/1962,DATE_OF_BIRTH
108296,354.0,362.0,April/90,DATE_OF_BIRTH
114343,169.0,175.0,Tizazu,PERSON_NAME
114343,315.0,323.0,April/39,DATE
105653,210.0,223.0,"Juni 5., 1983",DATE_OF_BIRTH
113037,51.0,70.0,RV2000@tutanota.com,EMAIL_ADDRESS
110951,166.0,177.0,07522-41207,PHONE_NUMBER
110951,180.0,184.0,Hany,PERSON_NAME
110951,187.0,198.0,Paul-Andrei,PERSON_NAME
110951,210.0,226.0,0084 43 516 7282,PHONE_NUMBER
110951,229.0,234.0,Amani,PERSON_NAME
110951,246.0,264.0,01866-174-341-5679,PHONE_NUMBER
110951,267.0,275.0,Soliyana,PERSON_NAME
110951,287.0,303.0,+59-257 227-2146,PHONE_NUMBER
110951,306.0,312.0,Dzihad,PERSON_NAME
110951,324.0,338.0,014959811-6556,PHONE_NUMBER
110951,341.0,349.0,Trinidad,PERSON_NAME
110951,361.0,377.0,0049 05-715 3505,PHONE_NUMBER
110951,380.0,388.0,Jonathas,PERSON_NAME
110951,400.0,415.0,+49.33-435-8996,PHONE_NUMBER
110951,418.0,423.0,Resan,PERSON_NAME
110951,426.0,432.0,Nzinga,PERSON_NAME
110951,444.0,459.0,+31-43.038-0527,PHONE_NUMBER
110951,462.0,467.0,Bunga,PERSON_NAME
110951,169.0,171.0,22,DATE_OF_BIRTH
110951,295.0,297.0,22,DATE_OF_BIRTH
110951,480.0,482.0,22,DATE_OF_BIRTH
110951,497.0,504.0,Juni/01,DATE_OF_BIRTH
104646,252.0,265.0,"Mai 27., 1943",DATE_OF_BIRTH
104646,294.0,306.0,GA@yahoo.com,EMAIL_ADDRESS
104646,419.0,431.0,08887-348864,PHONE_NUMBER
104539,39.0,54.0,FSM@hotmail.com,EMAIL_ADDRESS
104539,80.0,97.0,17-26-12-62-M52-3,US_SOCIAL_SECURITY_NUMBER
104539,349.0,374.0,62syanguas@protonmail.com,EMAIL_ADDRESS
104539,400.0,412.0,41020685L669,US_SOCIAL_SECURITY_NUMBER
92717,50.0,78.0,amemgvwyvw046@protonmail.com,EMAIL_ADDRESS
92717,101.0,110.0,QC3692493,LOCATION
92717,129.0,138.0,X24M7931P,LOCATION
92717,158.0,197.0,9130:b2e0:349f:3139:1009:f025:7a62:8d46,LOCATION
92717,234.0,244.0,Bergenthal,PERSON_NAME
92717,343.0,352.0,B63P8268B,LOCATION
118446,110.0,143.0,iitywkkkeovtdzn186857@hotmail.com,EMAIL_ADDRESS
118446,181.0,198.0,56-23-07-35-B64-0,US_SOCIAL_SECURITY_NUMBER
118446,261.0,270.0,F60A3375H,CREDIT_CARD_NUMBER
118446,336.0,364.0,raytcxeoe4748@protonmail.com,EMAIL_ADDRESS
91622,39.0,71.0,"Elbstraße, 299, 21683, Stade, NI",LOCATION
106700,146.0,158.0,V661LOFJKEI3,CREDIT_CARD_NUMBER
106700,184.0,196.0,104.97.36.32,IP_ADDRESS
106700,323.0,335.0,P97519CQMX05,CREDIT_CARD_NUMBER
106700,357.0,369.0,34.21.52.134,IP_ADDRESS
106700,497.0,505.0,Q2913580,CREDIT_CARD_NUMBER
108586,101.0,116.0,+42 65-569 3980,PHONE_NUMBER
108586,168.0,184.0,0049.64.278.4607,PHONE_NUMBER
108586,233.0,247.0,+42 54694-1091,PHONE_NUMBER
108586,299.0,315.0,+491.33 123 4308,PHONE_NUMBER
108586,366.0,382.0,+498.27-216-3066,PHONE_NUMBER
108586,433.0,447.0,+496-970 294-6,PHONE_NUMBER
118291,25.0,37.0,02109-093600,PHONE_NUMBER
118291,132.0,144.0,0674584 3075,PHONE_NUMBER
118291,217.0,232.0,+0-251 757 4329,PHONE_NUMBER
118291,298.0,309.0,064 9536107,PHONE_NUMBER
118291,378.0,393.0,0049-78543.7335,PHONE_NUMBER
108847,126.0,135.0,I88P2989D,US_SOCIAL_SECURITY_NUMBER
108847,245.0,254.0,U54W6303K,US_SOCIAL_SECURITY_NUMBER
108847,365.0,374.0,S49C8066G,US_SOCIAL_SECURITY_NUMBER
109825,106.0,123.0,aylar07@gmail.com,EMAIL_ADDRESS
109825,193.0,209.0,+258.81 629.0538,PHONE_NUMBER
109825,158.0,170.0,38070679V875,US_SOCIAL_SECURITY_NUMBER
109825,270.0,283.0,Schlemmershof,LOCATION
109825,310.0,323.0,Schlemmershof,LOCATION
109825,298.0,323.0,Blankenheim Schlemmershof,LOCATION
109825,343.0,345.0,NW,LOCATION
109825,367.0,372.0,53945,LOCATION
119647,68.0,78.0,2361228256,PHONE_NUMBER
119647,100.0,139.0,ce42:1844:3ff1:e839:6975:ec74:2802:a564,LOCATION
119647,266.0,286.0,"02:00, 5. April 2026",DATE_OF_BIRTH
119647,354.0,369.0,C0-40-AN2YHGM-7,PHONE_NUMBER
119647,391.0,429.0,f3e:3212:6512:140f:ba6a:f8df:d9e8:535e,LOCATION
116828,26.0,44.0,L91@protonmail.com,EMAIL_ADDRESS
116828,162.0,180.0,L91@protonmail.com,EMAIL_ADDRESS
116828,152.0,180.0,1963sacflütsc@protonmail.com,EMAIL_ADDRESS
116828,73.0,85.0,04256-212727,PHONE_NUMBER
116828,209.0,226.0,01491-44-780.6804,PHONE_NUMBER
97882,112.0,117.0,Sanci,PERSON_NAME
97882,172.0,177.0,Sanci,PERSON_NAME
97882,122.0,132.0,Ghebrehans,PERSON_NAME
97882,137.0,143.0,Caffin,PERSON_NAME
97882,196.0,210.0,+16-48844.3561,PHONE_NUMBER
97882,215.0,228.0,83.135.89.148,LOCATION
97882,246.0,256.0,03.09.2022,DATE_OF_BIRTH
113422,113.0,126.0,+92.464246286,PHONE_NUMBER
113422,133.0,135.0,DE,LOCATION
113422,152.0,169.0,Miesbacher Straße,STREET_ADDRESS
113422,176.0,187.0,Fischbachau,LOCATION
113422,194.0,196.0,BY,LOCATION
113422,203.0,208.0,83730,LOCATION
113422,343.0,360.0,+804-167.726-5705,PHONE_NUMBER
113422,367.0,378.0,Deutschland,LOCATION
113422,395.0,405.0,Hahnstraße,STREET_ADDRESS
114535,358.0,377.0,1982-04-03T00:00:00,DATE_OF_BIRTH
112169,44.0,56.0,99071059W561,US_SOCIAL_SECURITY_NUMBER
112169,100.0,117.0,51 21 06 44 N85 3,US_SOCIAL_SECURITY_NUMBER
112169,167.0,184.0,78-28-09-91-E94-5,US_SOCIAL_SECURITY_NUMBER
112169,235.0,252.0,70-14-04-66-V40-7,US_SOCIAL_SECURITY_NUMBER
112169,300.0,317.0,74-20-09-97-V91-3,US_SOCIAL_SECURITY_NUMBER
112169,372.0,377.0,27-24,US_SOCIAL_SECURITY_NUMBER
111242,312.0,330.0,"November 23., 2024",DATE_OF_BIRTH
116369,345.0,348.0,18R,PERSON_NAME
116369,366.0,378.0,Y464NE5V92A0,US_SOCIAL_SECURITY_NUMBER
116801,113.0,118.0,06:09,TIME
116801,387.0,404.0,"Dezember 4., 2015",DATE
117076,203.0,221.0,vinchiga@yahoo.com,EMAIL_ADDRESS
117076,250.0,267.0,63.27.05.93.C80.3,US_SOCIAL_SECURITY_NUMBER
112008,111.0,127.0,K@protonmail.com,EMAIL_ADDRESS
112008,430.0,446.0,K@protonmail.com,EMAIL_ADDRESS
112008,148.0,163.0,+34.32-082.2828,PHONE_NUMBER
112008,175.0,181.0,España,LOCATION
112008,196.0,199.0,687,LOCATION
112008,213.0,244.0,Camino de Albacete a Miralcampo,STREET_ADDRESS
112008,223.0,231.0,Albacete,LOCATION
112008,257.0,265.0,Albacete,LOCATION
112008,283.0,285.0,CM,LOCATION
112008,305.0,309.0,2220,LOCATION
112008,327.0,366.0,3c79:8343:3844:281b:1f1a:a8db:bee5:feaf,LOCATION
112008,420.0,446.0,giladpene06@protonmail.com,EMAIL_ADDRESS
105358,88.0,97.0,JD5612610,US_SOCIAL_SECURITY_NUMBER
105358,176.0,187.0,Dezember/57,DATE_OF_BIRTH
115064,249.0,267.0,judicael@gmail.com,EMAIL_ADDRESS
115064,305.0,322.0,61.13.01.62.N91.4,US_SOCIAL_SECURITY_NUMBER
92285,73.0,82.0,JH5365721,US_SOCIAL_SECURITY_NUMBER
92285,112.0,127.0,M8 43 JTX2KMV 1,LOCATION
92285,220.0,230.0,Montemagno,PERSON_NAME
111414,368.0,378.0,Februar/52,DATE_OF_BIRTH
109330,75.0,88.0,romen.kalteis,PERSON_NAME
109330,110.0,123.0,romen.kalteis,PERSON_NAME
109330,145.0,150.0,Romen,PERSON_NAME
109330,155.0,167.0,Shanthamalar,PERSON_NAME
109330,267.0,276.0,qrbxhds92,PERSON_NAME
109330,303.0,312.0,qrbxhds92,PERSON_NAME
109330,329.0,336.0,Sujeena,PERSON_NAME
109330,341.0,346.0,Adiba,PERSON_NAME
104695,17.0,33.0,0049 36.231.2029,PHONE_NUMBER
104695,401.0,417.0,009-734-416-0184,PHONE_NUMBER
104695,175.0,188.0,Niedersachsen,LOCATION
96069,179.0,193.0,MG@outlook.com,EMAIL_ADDRESS
96069,227.0,244.0,88-19-01-78-M35-6,US_SOCIAL_SECURITY_NUMBER
92532,61.0,71.0,01/10/1989,DATE_OF_BIRTH
92532,106.0,121.0,C5 39 PFKB0VX 1,LOCATION
92532,158.0,160.0,DE,LOCATION
92532,209.0,212.0,947,LOCATION
92532,240.0,256.0,Unter den Eichen,LOCATION
92532,280.0,289.0,Burgstall,LOCATION
92532,312.0,326.0,Sachsen-Anhalt,LOCATION
92532,109.0,111.0,39,LOCATION
92532,353.0,355.0,39,LOCATION
103934,281.0,297.0,09M@tutanota.com,EMAIL_ADDRESS
103934,315.0,332.0,27-09-07-82-M34-9,US_SOCIAL_SECURITY_NUMBER
103934,352.0,354.0,DE,LOCATION
103934,376.0,379.0,344,LOCATION
103934,403.0,412.0,Birkenweg,STREET_ADDRESS
103934,438.0,447.0,Dinslaken,LOCATION
104717,78.0,94.0,E@protonmail.com,EMAIL_ADDRESS
104717,20.0,29.0,S36F7087J,CREDIT_CARD_NUMBER
104717,111.0,120.0,D30J5446S,CREDIT_CARD_NUMBER
107988,26.0,37.0,K@yahoo.com,EMAIL_ADDRESS
107988,59.0,77.0,Neuensaaler Straße,STREET_ADDRESS
107988,81.0,87.0,Kürten,LOCATION
107988,91.0,96.0,04:47,DATE_OF_BIRTH
107988,147.0,162.0,E5-49-TRJ7ARF-0,CREDIT_CARD_NUMBER
107988,167.0,176.0,P61E8782M,CREDIT_CARD_NUMBER
107988,181.0,192.0,Emlyne Kößl,PERSON_NAME
103444,106.0,119.0,"Mai 26., 1959",DATE_OF_BIRTH
103444,135.0,154.0,PAS1959@hotmail.com,EMAIL_ADDRESS
103444,176.0,191.0,J5 02 5K6APY6 8,LOCATION
103444,210.0,219.0,L21Y9280A,LOCATION
103444,271.0,279.0,Elbdeich,STREET_ADDRESS
103444,294.0,315.0,Seevetal Bullenhausen,LOCATION
103444,335.0,337.0,NI,LOCATION
103444,359.0,364.0,21217,LOCATION
106579,343.0,348.0,15713,LOCATION
106579,374.0,384.0,05/11/2061,DATE_OF_BIRTH
104190,34.0,44.0,Februar/41,DATE_OF_BIRTH
104190,58.0,81.0,TAM19411941@hotmail.com,EMAIL_ADDRESS
104190,101.0,113.0,G6321YXO2I36,LOCATION
104190,130.0,139.0,L20S3847S,LOCATION
104190,157.0,196.0,f065:6eaf:baa6:85fa:8a4c:1694:c986:a410,LOCATION
104190,212.0,235.0,Egitto Leskova Perämäki,PERSON_NAME
104190,253.0,254.0,W,LOCATION
104190,376.0,377.0,W,LOCATION
104190,274.0,284.0,31/03/1991,DATE_OF_BIRTH
104190,298.0,321.0,egitto1991@tutanota.com,EMAIL_ADDRESS
104190,341.0,356.0,C2.15.DTIX7GQ.1,LOCATION
104190,373.0,382.0,R98W7623N,LOCATION
104190,400.0,439.0,dbf1:3255:77b4:701a:7fcb:5c15:5198:5b44,LOCATION
105799,105.0,119.0,C@tutanota.com,EMAIL_ADDRESS
105799,144.0,163.0,2003-09-05T00:00:00,DATE_OF_BIRTH
105799,188.0,200.0,42050903C645,US_SOCIAL_SECURITY_NUMBER
105799,245.0,261.0,+499-31-997-6658,PHONE_NUMBER
100887,189.0,198.0,CI7013507,PERSON_NAME
100887,209.0,217.0,W1I]R&p3,CREDIT_CARD_NUMBER
91711,306.0,316.0,22/03/1968,DATE_OF_BIRTH
91711,320.0,326.0,ingunn,PERSON_NAME
91711,330.0,347.0,0148-146.597 7207,PHONE_NUMBER
91711,351.0,361.0,Frankreich,LOCATION
91711,365.0,368.0,647,LOCATION
91711,372.0,389.0,Chemin du Fresnot,STREET_ADDRESS
91711,393.0,413.0,Bretteville-sur-Odon,LOCATION
91711,417.0,420.0,NOR,LOCATION
91711,424.0,429.0,14760,LOCATION
92329,28.0,45.0,37-18-07-91-L24-0,US_SOCIAL_SECURITY_NUMBER
92329,246.0,258.0,348 843 4636,PHONE_NUMBER
102425,286.0,296.0,Mascellini,PERSON_NAME
102425,311.0,322.0,Januar 1997,DATE_OF_BIRTH
102425,328.0,335.0,25nuvia,PERSON_NAME
102425,341.0,353.0,20010197M664,US_SOCIAL_SECURITY_NUMBER
102425,359.0,368.0,J61451137,PERSON_NAME
102425,374.0,389.0,X3.01.455LPCS.5,PERSON_NAME
102425,395.0,409.0,0049.43-835 69,PHONE_NUMBER
105710,0.0,14.0,st56@gmail.com,EMAIL_ADDRESS
105710,362.0,373.0,Deutschland,LOCATION
105710,401.0,411.0,28/09/2057,DATE_OF_BIRTH
92746,135.0,151.0,"August 15., 1935",DATE_OF_BIRTH
92746,183.0,205.0,jerémy1935@outlook.com,EMAIL_ADDRESS
92746,238.0,247.0,L98041131,LOCATION
92746,282.0,291.0,P70N2478C,LOCATION
92746,320.0,359.0,3247:43e9:d12b:fc29:5ed3:cad5:530d:1895,LOCATION
92746,390.0,400.0,2*oC*6aA5~,LOCATION
102761,252.0,262.0,15/06/2006,DATE_OF_BIRTH
102761,165.0,177.0,44010439M681,US_SOCIAL_SECURITY_NUMBER
102761,201.0,213.0,44010439M681,US_SOCIAL_SECURITY_NUMBER
91127,76.0,87.0,PJT@aol.com,EMAIL_ADDRESS
91127,352.0,363.0,PJT@aol.com,EMAIL_ADDRESS
91127,159.0,182.0,uryuzl25@protonmail.com,EMAIL_ADDRESS
91127,254.0,277.0,24fsbilmez@tutanota.com,EMAIL_ADDRESS
91127,349.0,363.0,MC1977@aol.com,EMAIL_ADDRESS
93622,283.0,293.0,07/12/1969,DATE_OF_BIRTH
93622,252.0,267.0,Vater Hildebert,PERSON_NAME
93622,215.0,234.0,"September 13., 2052",DATE_OF_BIRTH
105957,0.0,10.0,rügger Weg,STREET_ADDRESS
105957,23.0,27.0,Hamm,LOCATION
105957,45.0,47.0,NW,LOCATION
105957,67.0,72.0,59067,LOCATION
105957,97.0,102.0,PO 49,STREET_ADDRESS
105957,120.0,133.0,116.21.210.44,LOCATION
105577,192.0,209.0,02.02.12.43.B55.9,US_SOCIAL_SECURITY_NUMBER
94334,344.0,357.0,O5-51-756G5NH,US_SOCIAL_SECURITY_NUMBER
100186,98.0,112.0,+8.66.275-5194,PHONE_NUMBER
100186,134.0,149.0,2. Februar 2081,DATE_OF_BIRTH
111115,103.0,128.0,investigatorB@example.com,EMAIL_ADDRESS
111115,428.0,453.0,investigatorB@example.com,EMAIL_ADDRESS
111115,151.0,164.0,+49 987654321,PHONE_NUMBER
111115,189.0,213.0,"456 Beispielweg, München",STREET_ADDRESS
111115,428.0,453.0,investigatorC@example.com,EMAIL_ADDRESS
111115,476.0,488.0,+49 10101010,PHONE_NUMBER
98404,221.0,235.0,+49.99924-2853,PHONE_NUMBER
98404,133.0,142.0,T30229447,US_SOCIAL_SECURITY_NUMBER
98404,163.0,178.0,R4 45 W0SMWBR 9,US_SOCIAL_SECURITY_NUMBER
98404,196.0,205.0,Z79O7140U,US_SOCIAL_SECURITY_NUMBER
98404,284.0,303.0,Königsberger Straße,STREET_ADDRESS
98404,317.0,330.0,Gelsenkirchen,LOCATION
98404,349.0,368.0,Nordrhein-Westfalen,LOCATION
